image_path,live_probability,is_real,detected_as_real
archive/raw/ClientRaw\0003\0003_01_00_01_336.jpg,0.5041207075119019,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_33.jpg,0.5162848830223083,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_57.jpg,0.5251013040542603,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_305.jpg,0.5243139266967773,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_253.jpg,0.5277331471443176,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_232.jpg,0.5215283036231995,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_227.jpg,0.5273216962814331,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_421.jpg,0.5274865627288818,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_270.jpg,0.5272533297538757,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_465.jpg,0.5128254890441895,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_207.jpg,0.5274119973182678,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_320.jpg,0.5186485648155212,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_406.jpg,0.5227190256118774,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_425.jpg,0.5248011946678162,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_10.jpg,0.5267953872680664,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_94.jpg,0.5214260816574097,False,True
archive/raw/ClientRaw\0008\0008_00_00_02_151.jpg,0.5141571760177612,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_112.jpg,0.5219103097915649,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_431.jpg,0.5344440340995789,False,True
archive/raw/ClientRaw\0001\0001_00_00_02_449.jpg,0.5262166857719421,False,True
archive/raw/ClientRaw\0006\0006_00_00_02_26.jpg,0.5162355899810791,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_352.jpg,0.5312674641609192,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_158.jpg,0.5220364332199097,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_368.jpg,0.5268989205360413,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_428.jpg,0.5279744267463684,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_381.jpg,0.5315772294998169,False,True
archive/raw/ClientRaw\0002\0002_01_00_01_58.jpg,0.5110281705856323,False,True
archive/raw/ClientRaw\0006\0006_00_00_02_157.jpg,0.5117607116699219,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_439.jpg,0.5128669738769531,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_242.jpg,0.5238050222396851,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_356.jpg,0.5265859365463257,False,True
archive/raw/ClientRaw\0007\0007_01_00_02_264.jpg,0.5195387601852417,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_267.jpg,0.523861825466156,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_221.jpg,0.526624858379364,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_299.jpg,0.528023362159729,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_81.jpg,0.5083786845207214,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_400.jpg,0.49750205874443054,False,False
archive/raw/ClientRaw\0006\0006_00_06_03_90.jpg,0.5282279849052429,False,True
archive/raw/ClientRaw\0005\0005_00_00_01_299.jpg,0.5149819254875183,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_427.jpg,0.5272891521453857,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_109.jpg,0.5147532224655151,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_306.jpg,0.5234368443489075,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_141.jpg,0.5190473794937134,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_475.jpg,0.5266854166984558,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_401.jpg,0.5182926058769226,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_242.jpg,0.5258299708366394,False,True
archive/raw/ClientRaw\0015\0015_01_05_03_366.jpg,0.5185903906822205,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_63.jpg,0.5014187693595886,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_416.jpg,0.5224255919456482,False,True
archive/raw/ClientRaw\0007\0007_01_00_01_53.jpg,0.5080564022064209,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_307.jpg,0.527636706829071,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_237.jpg,0.524444043636322,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_162.jpg,0.5228705406188965,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_22.jpg,0.5237595438957214,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_36.jpg,0.5170320272445679,False,True
archive/raw/ClientRaw\0002\0002_01_00_01_29.jpg,0.5131495594978333,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_123.jpg,0.522788405418396,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_410.jpg,0.5252922177314758,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_255.jpg,0.5270336270332336,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_25.jpg,0.5192777514457703,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_2.jpg,0.5221287608146667,False,True
archive/raw/ClientRaw\0007\0007_01_00_02_66.jpg,0.5168548226356506,False,True
archive/raw/ClientRaw\0004\0004_01_00_02_285.jpg,0.5350068211555481,False,True
archive/raw/ClientRaw\0010\0010_01_05_03_129.jpg,0.5191203355789185,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_488.jpg,0.5277116894721985,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_67.jpg,0.5014249086380005,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_144.jpg,0.5299962162971497,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_52.jpg,0.5194253325462341,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_251.jpg,0.5174335837364197,False,True
archive/raw/ClientRaw\0004\0004_01_00_01_112.jpg,0.5139793157577515,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_249.jpg,0.5219981670379639,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_219.jpg,0.5224207639694214,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_303.jpg,0.5217851996421814,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_111.jpg,0.5258077383041382,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_391.jpg,0.5271547436714172,False,True
archive/raw/ClientRaw\0005\0005_00_00_02_248.jpg,0.5294049382209778,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_273.jpg,0.5174530148506165,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_78.jpg,0.5084178447723389,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_427.jpg,0.5270708203315735,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_230.jpg,0.5303419828414917,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_260.jpg,0.5010606646537781,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_192.jpg,0.5168198943138123,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_60.jpg,0.5247561931610107,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_242.jpg,0.5118741989135742,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_347.jpg,0.5074909925460815,False,True
archive/raw/ClientRaw\0007\0007_01_00_02_332.jpg,0.5199046730995178,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_120.jpg,0.5319801568984985,False,True
archive/raw/ClientRaw\0009\0009_01_00_01_385.jpg,0.5117073655128479,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_130.jpg,0.5254693627357483,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_78.jpg,0.5035747289657593,False,True
archive/raw/ClientRaw\0015\0015_01_05_03_403.jpg,0.5187592506408691,False,True
archive/raw/ClientRaw\0001\0001_00_00_02_467.jpg,0.5254425406455994,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_394.jpg,0.5261186361312866,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_197.jpg,0.5168957710266113,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_449.jpg,0.5310407876968384,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_139.jpg,0.5296458601951599,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_407.jpg,0.5273365378379822,False,True
archive/raw/ClientRaw\0008\0008_00_00_02_155.jpg,0.5147913098335266,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_464.jpg,0.524665355682373,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_322.jpg,0.528830349445343,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_202.jpg,0.5257002711296082,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_276.jpg,0.5249276161193848,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_425.jpg,0.5204229354858398,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_123.jpg,0.5277104377746582,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_403.jpg,0.5242441296577454,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_138.jpg,0.5186025500297546,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_303.jpg,0.5251038074493408,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_363.jpg,0.5273746848106384,False,True
archive/raw/ClientRaw\0007\0007_01_00_01_481.jpg,0.520544707775116,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_89.jpg,0.5282363891601562,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_355.jpg,0.5259315371513367,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_39.jpg,0.5274960994720459,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_17.jpg,0.5251683592796326,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_379.jpg,0.5117027163505554,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_224.jpg,0.5264465808868408,False,True
archive/raw/ClientRaw\0015\0015_01_05_03_28.jpg,0.5242994427680969,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_107.jpg,0.5350161194801331,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_75.jpg,0.5282123684883118,False,True
archive/raw/ClientRaw\0004\0004_01_00_01_231.jpg,0.517250120639801,False,True
archive/raw/ClientRaw\0005\0005_00_00_01_418.jpg,0.5142849683761597,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_376.jpg,0.525486946105957,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_184.jpg,0.5286678671836853,False,True
archive/raw/ClientRaw\0015\0015_01_05_03_213.jpg,0.524090588092804,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_477.jpg,0.525166928768158,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_175.jpg,0.5153042078018188,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_318.jpg,0.5258042216300964,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_453.jpg,0.5243660807609558,False,True
archive/raw/ClientRaw\0009\0009_01_00_01_101.jpg,0.5035408735275269,False,True
archive/raw/ClientRaw\0008\0008_00_00_02_302.jpg,0.521471381187439,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_400.jpg,0.5267844796180725,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_212.jpg,0.5197298526763916,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_455.jpg,0.5284222364425659,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_419.jpg,0.5248615145683289,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_29.jpg,0.5176516771316528,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_111.jpg,0.5262385606765747,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_132.jpg,0.5211812853813171,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_363.jpg,0.5242661237716675,False,True
archive/raw/ClientRaw\0004\0004_01_00_01_284.jpg,0.517572283744812,False,True
archive/raw/ClientRaw\0007\0007_01_00_01_320.jpg,0.5184670686721802,False,True
archive/raw/ClientRaw\0007\0007_01_00_01_265.jpg,0.5196825265884399,False,True
archive/raw/ClientRaw\0004\0004_01_00_02_213.jpg,0.5198253393173218,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_281.jpg,0.5223755836486816,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_95.jpg,0.5172325372695923,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_48.jpg,0.5071107745170593,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_414.jpg,0.5313475728034973,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_253.jpg,0.5117472410202026,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_123.jpg,0.5188106298446655,False,True
archive/raw/ClientRaw\0004\0004_01_00_02_56.jpg,0.5201762318611145,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_65.jpg,0.5234881639480591,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_129.jpg,0.5245910286903381,False,True
archive/raw/ClientRaw\0007\0007_01_00_02_354.jpg,0.5188916921615601,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_134.jpg,0.5198497772216797,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_140.jpg,0.5211262702941895,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_484.jpg,0.5139408707618713,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_54.jpg,0.5275738835334778,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_225.jpg,0.5233221054077148,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_368.jpg,0.5304083824157715,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_151.jpg,0.5208706259727478,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_491.jpg,0.5159384608268738,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_146.jpg,0.5215086936950684,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_137.jpg,0.5211554169654846,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_287.jpg,0.5247818827629089,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_150.jpg,0.5159717202186584,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_51.jpg,0.5272681713104248,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_427.jpg,0.5181822776794434,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_189.jpg,0.5234719514846802,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_382.jpg,0.5291503667831421,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_181.jpg,0.5273568034172058,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_433.jpg,0.5276584029197693,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_291.jpg,0.5307969450950623,False,True
archive/raw/ClientRaw\0009\0009_01_00_01_437.jpg,0.5112903118133545,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_421.jpg,0.5249334573745728,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_345.jpg,0.5172628164291382,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_12.jpg,0.5156353712081909,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_264.jpg,0.5240646004676819,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_48.jpg,0.5247138142585754,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_350.jpg,0.5256339311599731,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_274.jpg,0.531451404094696,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_136.jpg,0.5191346406936646,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_152.jpg,0.5180267691612244,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_53.jpg,0.5187073349952698,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_204.jpg,0.5269225239753723,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_439.jpg,0.5165456533432007,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_499.jpg,0.5400094389915466,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_305.jpg,0.517983615398407,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_126.jpg,0.5216198563575745,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_30.jpg,0.5017677545547485,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_365.jpg,0.523956298828125,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_330.jpg,0.5264378190040588,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_254.jpg,0.5227059721946716,False,True
archive/raw/ClientRaw\0007\0007_01_00_01_212.jpg,0.5174677968025208,False,True
archive/raw/ClientRaw\0003\0003_01_00_01_163.jpg,0.5098182559013367,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_290.jpg,0.5262711644172668,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_393.jpg,0.5327266454696655,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_442.jpg,0.5263057947158813,False,True
archive/raw/ClientRaw\0006\0006_00_00_02_123.jpg,0.5107774138450623,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_426.jpg,0.4978540539741516,False,False
archive/raw/ClientRaw\0015\0015_01_05_03_263.jpg,0.5176826119422913,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_106.jpg,0.5306041836738586,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_219.jpg,0.5261960029602051,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_470.jpg,0.5276455283164978,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_79.jpg,0.5191935896873474,False,True
archive/raw/ClientRaw\0007\0007_01_00_01_309.jpg,0.5185362100601196,False,True
archive/raw/ClientRaw\0004\0004_01_00_01_339.jpg,0.5085310339927673,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_374.jpg,0.532930314540863,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_112.jpg,0.5149388909339905,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_174.jpg,0.5241945385932922,False,True
archive/raw/ClientRaw\0007\0007_01_00_02_343.jpg,0.518417477607727,False,True
archive/raw/ClientRaw\0003\0003_01_00_01_222.jpg,0.5070458650588989,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_446.jpg,0.5282881855964661,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_142.jpg,0.5087090730667114,False,True
archive/raw/ClientRaw\0013\0013_01_07_03_192.jpg,0.522765040397644,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_456.jpg,0.5284489989280701,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_38.jpg,0.526982307434082,False,True
archive/raw/ClientRaw\0009\0009_01_00_01_112.jpg,0.5130850076675415,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_221.jpg,0.525436520576477,False,True
archive/raw/ClientRaw\0003\0003_01_00_01_278.jpg,0.4990810453891754,False,False
archive/raw/ClientRaw\0001\0001_00_00_02_152.jpg,0.5151203870773315,False,True
archive/raw/ClientRaw\0005\0005_00_00_01_55.jpg,0.5097817182540894,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_264.jpg,0.528668224811554,False,True
archive/raw/ClientRaw\0005\0005_00_00_01_91.jpg,0.5119479298591614,False,True
archive/raw/ClientRaw\0004\0004_01_06_03_177.jpg,0.5214108824729919,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_360.jpg,0.5331564545631409,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_206.jpg,0.5237275958061218,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_109.jpg,0.5185208916664124,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_180.jpg,0.5281428694725037,False,True
archive/raw/ClientRaw\0014\0014_01_06_03_307.jpg,0.5326394438743591,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_153.jpg,0.5213384032249451,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_290.jpg,0.5293957591056824,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_463.jpg,0.5284648537635803,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_282.jpg,0.5236376523971558,False,True
archive/raw/ClientRaw\0006\0006_00_00_01_235.jpg,0.5121279954910278,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_59.jpg,0.5225362777709961,False,True
archive/raw/ClientRaw\0008\0008_00_00_02_496.jpg,0.5200220346450806,False,True
archive/raw/ClientRaw\0007\0007_01_00_02_30.jpg,0.5124091506004333,False,True
archive/raw/ClientRaw\0006\0006_00_06_03_220.jpg,0.5262081027030945,False,True
archive/raw/ClientRaw\0007\0007_01_05_03_225.jpg,0.5273471474647522,False,True
archive/raw/ClientRaw\0009\0009_01_00_02_167.jpg,0.5240845084190369,False,True
archive/raw/ClientRaw\0001\0001_00_00_01_206.jpg,0.5016047358512878,False,True
archive/raw/ClientRaw\0012\0012_01_07_03_223.jpg,0.5224268436431885,False,True
archive/raw/ClientRaw\0007\0007_00_00_01_483.jpg,0.5174238681793213,False,True
archive/raw/ClientRaw\0011\0011_01_07_03_11.jpg,0.5198855996131897,False,True
